曲A(前),曲B(後),繋ぎ公演数,全公演での発生割合,繋ぎツアー数,全ツアーでの発生割合
Ryusei no Squall,Linear Blue wo Kikinagara,14,0.012855831037649219,1,0.024390243902439025
Linear Blue wo Kikinagara,"10% roll, 10% romance",13,0.011937557392102846,1,0.024390243902439025
kaleido proud fiesta,Haru ga Kite Bokura,16,0.014692378328741965,1,0.024390243902439025
Scarsdale,Tengoku to Jigoku,19,0.017447199265381085,1,0.024390243902439025
Tengoku to Jigoku,Koisuru Wakusei,19,0.017447199265381085,1,0.024390243902439025
Koisuru Wakusei,BUSTER DICE MISERY,19,0.017447199265381085,1,0.024390243902439025
BUSTER DICE MISERY,23:25,19,0.017447199265381085,1,0.024390243902439025
23:25,kaleido proud fiesta,19,0.017447199265381085,1,0.024390243902439025
kaleido proud fiesta,Koko de Atta ga Kemonomichi,19,0.017447199265381085,1,0.024390243902439025
Koko de Atta ga Kemonomichi,Anti-Trendy Club,19,0.017447199265381085,1,0.024390243902439025
Anti-Trendy Club,Kimi no Moto e,19,0.017447199265381085,1,0.024390243902439025
Kimi no Moto e,Ikenai fool logic,19,0.017447199265381085,1,0.024390243902439025
Ikenai fool logic,Chaos ga Kiwamaru,20,0.018365472910927456,1,0.024390243902439025
Chaos ga Kiwamaru,Mou Kimi ni Aenai,19,0.017447199265381085,1,0.024390243902439025
Mou Kimi ni Aenai,Natsukage Tail Light,19,0.017447199265381085,1,0.024390243902439025
Natsukage Tail Light,Millennium Happy Chainsaw Edge,19,0.017447199265381085,1,0.024390243902439025
Millennium Happy Chainsaw Edge,Sekai wa Fancy,19,0.017447199265381085,1,0.024390243902439025
Sekai wa Fancy,Phrase Bottle Bye Bye,21,0.01928374655647383,1,0.024390243902439025
Phrase Bottle Bye Bye,Space Shuttle Lullaby,19,0.017447199265381085,1,0.024390243902439025
Invisible Sensation,Ride on Time,19,0.017447199265381085,1,0.024390243902439025
Ride on Time,mix juice no Iutouri,19,0.017447199265381085,1,0.024390243902439025
fake town baby,"Catch up, latency",16,0.014692378328741965,1,0.024390243902439025
MR. Andy,Deirai Kyousou Gakudan,11,0.010101010101010102,1,0.024390243902439025
Numbness like a ginger,Nihil Pip Viper,13,0.011937557392102846,1,0.024390243902439025
Yoru ga Yureteiru,Clover,16,0.014692378328741965,1,0.024390243902439025
Haru ga Kite Bokura,Numbness like a ginger,13,0.011937557392102846,1,0.024390243902439025
"kid, I like quartet",Airabuniju,5,0.004591368227731864,1,0.024390243902439025
Silent Libre Mirage,Atorakushon ga Hajimaru (they call it “NO.6”),16,0.014692378328741965,1,0.024390243902439025
Orion wo Nazoru,"Majority Report (darling, I love you)",15,0.013774104683195593,1,0.024390243902439025
Linear Blue wo Kikinagara,Cheap Cheap Endroll,3,0.0027548209366391185,1,0.024390243902439025
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,Sayonara Dai Kyu Wakusei,1,0.0009182736455463728,1,0.024390243902439025
Otonoba Chukan Shiken,Sugar Song to Bitter Step,50,0.04591368227731864,1,0.024390243902439025
Hakoniwa Rock Show,Orion wo Nazoru,4,0.0036730945821854912,1,0.024390243902439025
"kid, I like quartet",Sakura no Ato (all quartets lead to the?),1,0.0009182736455463728,1,0.024390243902439025
Light Flat,Orion wo Nazoru,1,0.0009182736455463728,1,0.024390243902439025
"kid, I like quartet",Orion wo Nazoru,24,0.02203856749311295,1,0.024390243902439025
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,Light Flat,1,0.0009182736455463728,1,0.024390243902439025
Snow Reverse,Mikansei Daisy,1,0.0009182736455463728,1,0.024390243902439025
Counter Identity,Snow Reverse,2,0.0018365472910927456,1,0.024390243902439025
Sugar Song to Bitter Step,Linear Blue wo Kikinagara,3,0.0027548209366391185,1,0.024390243902439025
Deirai Kyousou Gakudan,Ride on Time,1,0.0009182736455463728,1,0.024390243902439025
Cheap Cheap Endroll,Tettoutetsubi Yonayona Drive,38,0.03489439853076217,1,0.024390243902439025
BUSTER DICE MISERY,Otonoba Chukan Shiken,47,0.04315886134067952,1,0.024390243902439025
Tettoutetsubi Yonayona Drive,Friday Novels,31,0.028466483011937556,1,0.024390243902439025
Friday Novels,Nani ka ga Kawari So,12,0.011019283746556474,1,0.024390243902439025
Mikansei Daisy,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,4,0.0036730945821854912,1,0.024390243902439025
Full Color Program,cody beats,1,0.0009182736455463728,1,0.024390243902439025
Yoru ga Yureteiru,Mikansei Daisy,1,0.0009182736455463728,1,0.024390243902439025
3 minutes replay,Full Color Program,1,0.0009182736455463728,1,0.024390243902439025
Gyakuten Sayonara,Bachigai Hummingbird,1,0.0009182736455463728,1,0.024390243902439025
Nani ka ga Kawari So,Sakura no Ato (all quartets lead to the?),15,0.013774104683195593,1,0.024390243902439025
Childhood Supernova,Gyakuten Sayonara,1,0.0009182736455463728,1,0.024390243902439025
cody beats,Childhood Supernova,1,0.0009182736455463728,1,0.024390243902439025
Bachigai Hummingbird,Orion wo Nazoru,28,0.025711662075298437,1,0.024390243902439025
Sayonara Dai Kyu Wakusei,Orion wo Nazoru,1,0.0009182736455463728,1,0.024390243902439025
Ride on Time,Toushindai no Chikyu,1,0.0009182736455463728,1,0.024390243902439025
Orion wo Nazoru,"kid, I like quartet",3,0.0027548209366391185,1,0.024390243902439025
"kid, I like quartet",Chandelier Waltz,1,0.0009182736455463728,1,0.024390243902439025
Light Flat,Sayonara Dai Kyu Wakusei,6,0.005509641873278237,1,0.024390243902439025
Toushindai no Chikyu,Silent Libre Mirage,16,0.014692378328741965,1,0.024390243902439025
Sakura no Ato (all quartets lead to the?),Toushindai no Chikyu,17,0.015610651974288337,1,0.024390243902439025
Invisible Sensation,Sakura no Ato (all quartets lead to the?),18,0.01652892561983471,1,0.024390243902439025
23:25,over driver,2,0.0018365472910927456,1,0.024390243902439025
Scarsdale,Snow Answer,1,0.0009182736455463728,1,0.024390243902439025
Snow Answer,Bachigai Hummingbird,1,0.0009182736455463728,1,0.024390243902439025
to the CIDER ROAD,Silent Libre Mirage,4,0.0036730945821854912,1,0.024390243902439025
Hikari Nodokeki Haru no Hi ni,Tameiki shooting the MOON,7,0.006427915518824609,1,0.024390243902439025
Tameiki shooting the MOON,Full Color Program,7,0.006427915518824609,1,0.024390243902439025
Tettoutetsubi Yonayona Drive,Bachigai Hummingbird,6,0.005509641873278237,1,0.024390243902439025
Bachigai Hummingbird,mix juice no Iutouri,5,0.004591368227731864,1,0.024390243902439025
Sentimental Period,MR. Andy,15,0.013774104683195593,1,0.024390243902439025
Bachigai Hummingbird,Invisible Sensation,16,0.014692378328741965,1,0.024390243902439025
Karakuri Karukare,Sanpo Saki My Life,15,0.013774104683195593,1,0.024390243902439025
Sanpo Saki My Life,Deirai Kyousou Gakudan,23,0.021120293847566574,1,0.024390243902439025
MR. Andy,WINDOW Akeru,9,0.008264462809917356,1,0.024390243902439025
Master Volume,Clover,14,0.012855831037649219,1,0.024390243902439025
Clover,Galileo no Showcase,9,0.008264462809917356,1,0.024390243902439025
Hakoniwa Rock Show,Toushindai no Chikyu,1,0.0009182736455463728,1,0.024390243902439025
Own Civilization (nano‐mile met),Bachigai Hummingbird,17,0.015610651974288337,1,0.024390243902439025
Chandelier Waltz,Full Color Program,2,0.0018365472910927456,1,0.024390243902439025
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,CAPACITY Koeru,2,0.0018365472910927456,1,0.024390243902439025
Toushindai no Chikyu,Tengoku to Jigoku,28,0.025711662075298437,1,0.024390243902439025
Sanpo Saki My Life,Sentimental Period,4,0.0036730945821854912,1,0.024390243902439025
Ryusei no Squall,Pandemic Sudden Death,10,0.009182736455463728,1,0.024390243902439025
Sakura no Ato (all quartets lead to the?),Orion wo Nazoru,37,0.03397612488521579,1,0.024390243902439025
Scarsdale,Sakura no Ato (all quartets lead to the?),22,0.020202020202020204,1,0.024390243902439025
Friday Novels,Scarsdale,19,0.017447199265381085,1,0.024390243902439025
crazy birthday,Space Shuttle Lullaby,13,0.011937557392102846,1,0.024390243902439025
Sugar Song to Bitter Step,crazy birthday,15,0.013774104683195593,1,0.024390243902439025
23:25,Galileo no Showcase,9,0.008264462809917356,1,0.024390243902439025
MR. Andy,fake town baby,13,0.011937557392102846,1,0.024390243902439025
Another World,Sakura no Ato (all quartets lead to the?),13,0.011937557392102846,1,0.024390243902439025
Pandemic Sudden Death,Slow Curve wa Utenai (that made me crazy),10,0.009182736455463728,1,0.024390243902439025
Slow Curve wa Utenai (that made me crazy),Kimi no Hitomi ni Koishi Tenai,12,0.011019283746556474,1,0.024390243902439025
Kimi no Hitomi ni Koishi Tenai,Sakura no Ato (all quartets lead to the?),14,0.012855831037649219,1,0.024390243902439025
Sawarenai Uta,"kid, I like quartet",25,0.02295684113865932,1,0.024390243902439025
"kid, I like quartet",Coffee Cup Syndrome,25,0.02295684113865932,1,0.024390243902439025
sangatsu monogatari,Mikazuki no Yoru no Mannaka,6,0.005509641873278237,1,0.024390243902439025
Coffee Cup Syndrome,Tengoku to Jigoku,25,0.02295684113865932,1,0.024390243902439025
Tengoku to Jigoku,Kimi no Moto e,26,0.023875114784205693,1,0.024390243902439025
Kimi no Moto e,Ryusei no Squall,25,0.02295684113865932,1,0.024390243902439025
Ryusei no Squall,Otonoba Chukan Shiken,25,0.02295684113865932,1,0.024390243902439025
Coffee Cup Syndrome,BUSTER DICE MISERY,10,0.009182736455463728,1,0.024390243902439025
MR. Andy,Full Color Program,26,0.023875114784205693,1,0.024390243902439025
Bokutachi no Shippai,Ryusei no Squall,10,0.009182736455463728,1,0.024390243902439025
Toushindai no Chikyu,Galileo no Showcase,17,0.015610651974288337,1,0.024390243902439025
Fiction Freak Crisis,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,17,0.015610651974288337,1,0.024390243902439025
Fiction Freak Crisis,Fiction Freak Crisis,9,0.008264462809917356,1,0.024390243902439025
Nonfiction Compass,sangatsu monogatari,6,0.005509641873278237,1,0.024390243902439025
Sakura no Ato (all quartets lead to the?),Invisible Sensation,11,0.010101010101010102,1,0.024390243902439025
Full Color Program,Fiction Freak Crisis,17,0.015610651974288337,1,0.024390243902439025
Full Color Program,Full Color Program,9,0.008264462809917356,1,0.024390243902439025
Clover,Clover,9,0.008264462809917356,1,0.024390243902439025
RUNNERS HIGH REPRISE,Kirai = Kirai,10,0.009182736455463728,1,0.024390243902439025
Kirai = Kirai,Bokutachi no Shippai,10,0.009182736455463728,1,0.024390243902439025
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,over driver,1,0.0009182736455463728,1,0.024390243902439025
Orchestra o Mi ni Ikou,Dizzy Trickster,18,0.01652892561983471,1,0.024390243902439025
MR. Andy,Galileo no Showcase,30,0.027548209366391185,1,0.024390243902439025
Bachigai Hummingbird,23:25,9,0.008264462809917356,1,0.024390243902439025
"Minority Report (darling, I love you)",Miss. Sandy,47,0.04315886134067952,1,0.024390243902439025
Space Shuttle Lullaby,"Catch up, latency",13,0.011937557392102846,1,0.024390243902439025
UNO Story,Signal ABC,2,0.0018365472910927456,1,0.024390243902439025
Shoegazer Speaker,Sakura no Ato (all quartets lead to the?),26,0.023875114784205693,1,0.024390243902439025
Otonoba Chukan Shiken,Shoegazer Speaker,25,0.02295684113865932,1,0.024390243902439025
Orion wo Nazoru,Childhood Supernova,26,0.023875114784205693,1,0.024390243902439025
over driver,"kid, I like quartet",1,0.0009182736455463728,1,0.024390243902439025
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,Serenade ga Tomaranai,17,0.015610651974288337,1,0.024390243902439025
Phantom Joke,Another World,13,0.011937557392102846,1,0.024390243902439025
Ikenai fool logic,Phantom Joke,13,0.011937557392102846,1,0.024390243902439025
Kimi wa Iiko,UNO Story,1,0.0009182736455463728,1,0.024390243902439025
Protract Countdown,23:25,12,0.011019283746556474,1,0.024390243902439025
Sakura no Ato (all quartets lead to the?),Airabuniju,5,0.004591368227731864,1,0.024390243902439025
BUSTER DICE MISERY,instant EGOIST,10,0.009182736455463728,1,0.024390243902439025
Orion wo Nazoru,Tettoutetsubi Yonayona Drive,2,0.0018365472910927456,1,0.024390243902439025
Kimi no Hitomi ni Koishi Tenai,Tettoutetsubi Yonayona Drive,5,0.004591368227731864,1,0.024390243902439025
instant EGOIST,"10% roll, 10% romance",10,0.009182736455463728,1,0.024390243902439025
Nihil Pip Viper,Ikenai fool logic,13,0.011937557392102846,1,0.024390243902439025
"Catch up, latency",MIDNIGHT JUNGLE,9,0.008264462809917356,1,0.024390243902439025
Program continued,Tasogare in the Spy,26,0.023875114784205693,1,0.024390243902439025
Atorakushon ga Hajimaru (they call it “NO.6”),Bachigai Hummingbird,48,0.0440771349862259,1,0.024390243902439025
"10% roll, 10% romance",RUNNERS HIGH REPRISE,10,0.009182736455463728,1,0.024390243902439025
Tasogare in the Spy,Hakoniwa Rock Show,25,0.02295684113865932,1,0.024390243902439025
Snow Reverse,Kimi wa Iiko,6,0.005509641873278237,1,0.024390243902439025
MIDNIGHT JUNGLE,Kimi no Hitomi ni Koishi Tenai,17,0.015610651974288337,1,0.024390243902439025
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,9,0.008264462809917356,1,0.024390243902439025
Sakura no Ato (all quartets lead to the?),mouth to mouse(sent you),10,0.009182736455463728,1,0.024390243902439025
Miss. Sandy,Pandemic Sudden Death,39,0.03581267217630854,1,0.024390243902439025
Atorakushon ga Hajimaru (they call it “NO.6”),Messenger From Zen Sekai,10,0.009182736455463728,1,0.024390243902439025
Childhood Supernova,"Yuunagi, Ensemble",25,0.02295684113865932,1,0.024390243902439025
"Yuunagi, Ensemble",Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,25,0.02295684113865932,1,0.024390243902439025
meet the world time,Atorakushon ga Hajimaru (they call it “NO.6”),10,0.009182736455463728,1,0.024390243902439025
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,Chandelier Waltz,25,0.02295684113865932,1,0.024390243902439025
Tettoutetsubi Yonayona Drive,Haru ga Kite Bokura,4,0.0036730945821854912,1,0.024390243902439025
Bachigai Hummingbird,Program continued,25,0.02295684113865932,1,0.024390243902439025
Chandelier Waltz,Pandemic Sudden Death,26,0.023875114784205693,1,0.024390243902439025
mouth to mouse(sent you),Sawarenai Uta,10,0.009182736455463728,1,0.024390243902439025
Orion wo Nazoru,meet the world time,10,0.009182736455463728,1,0.024390243902439025
overture ~Spring Spring Spring~,Full Color Program,12,0.011019283746556474,1,0.024390243902439025
Phantom Joke,Orion wo Nazoru,11,0.010101010101010102,1,0.024390243902439025
crazy birthday,Dizzy Trickster,16,0.014692378328741965,1,0.024390243902439025
Haru ga Kite Bokura,crazy birthday,17,0.015610651974288337,1,0.024390243902439025
Kimi no Hitomi ni Koishi Tenai,Tengoku to Jigoku,1,0.0009182736455463728,0,0.0
Seku x Kara x Shisonzuuru,Sakura no Ato (all quartets lead to the?),1,0.0009182736455463728,0,0.0
23:25,Chaos ga Kiwamaru,1,0.0009182736455463728,0,0.0
Mizu to Ame ni Tsuite,Light Flat,3,0.0027548209366391185,0,0.0
Tettoutetsubi Yonayona Drive,like coffee no Omajinai,1,0.0009182736455463728,0,0.0
like coffee no Omajinai,Orion wo Nazoru,1,0.0009182736455463728,0,0.0
Tengoku to Jigoku,23:25,1,0.0009182736455463728,0,0.0
Tameiki shooting the MOON,Snow Reverse,1,0.0009182736455463728,0,0.0
Mermaid Scandalous,Slow Curve wa Utenai (that made me crazy),1,0.0009182736455463728,0,0.0
Sayonara Dai Kyu Wakusei,Clover,1,0.0009182736455463728,0,0.0
Karakuri Karukare,Countdown,1,0.0009182736455463728,0,0.0
MR. Andy,SHORT CUTTER!,1,0.0009182736455463728,0,0.0
Worldwide Supergirl,Tengoku to Jigoku,1,0.0009182736455463728,0,0.0
Pistol Galaxy,Worldwide Supergirl,1,0.0009182736455463728,0,0.0
Linear Blue wo Kikinagara,Pistol Galaxy,1,0.0009182736455463728,0,0.0
Childhood Supernova,Scarsdale,1,0.0009182736455463728,0,0.0
cody beats,Clover,1,0.0009182736455463728,0,0.0
Sakura no Ato (all quartets lead to the?),Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,1,0.0009182736455463728,0,0.0
Bachigai Hummingbird,Gyakuten Sayonara,1,0.0009182736455463728,0,0.0
Hikari Nodokeki Haru no Hi ni,Linear Blue wo Kikinagara,1,0.0009182736455463728,0,0.0
Talk Corner,Hikari Nodokeki Haru no Hi ni,1,0.0009182736455463728,0,0.0
Slow Curve wa Utenai (that made me crazy),"Catch up, latency",1,0.0009182736455463728,0,0.0
101-kaime no Prologue,Talk Corner,1,0.0009182736455463728,0,0.0
Simple Simple Anecdote,101-kaime no Prologue,1,0.0009182736455463728,0,0.0
Haru ga Kite Bokura,Simple Simple Anecdote,1,0.0009182736455463728,0,0.0
Seihitsu Kanbi Akigure Jojou,Kimi no Hitomi ni Koishi Tenai,1,0.0009182736455463728,0,0.0
Phantom Joke,Boujaku no Charisma,1,0.0009182736455463728,0,0.0
Sekai wa Fancy,Yayoichou Lonely Planet,1,0.0009182736455463728,0,0.0
Phantom Joke,Sekai wa Fancy,1,0.0009182736455463728,0,0.0
Sesshoku Vigilante,Natsukage Tail Light,1,0.0009182736455463728,0,0.0
Friday Novels,Phantom Joke,1,0.0009182736455463728,0,0.0
"Catch up, latency",Sesshoku Vigilante,1,0.0009182736455463728,0,0.0
Light Flat,"Yuunagi, Ensemble",1,0.0009182736455463728,0,0.0
Protract Countdown,Tettoutetsubi Yonayona Drive,1,0.0009182736455463728,0,0.0
Sentimental Period,Seku x Kara x Shisonzuuru,1,0.0009182736455463728,0,0.0
RUNNERS HIGH REPRISE,Worldwide Supergirl,1,0.0009182736455463728,0,0.0
WINDOW Akeru,Toushindai no Chikyu,1,0.0009182736455463728,0,0.0
Galileo no Showcase,Ryusei Kouro,1,0.0009182736455463728,0,0.0
"kid, I like quartet",Bachigai Hummingbird,2,0.0018365472910927456,0,0.0
Bachigai Hummingbird,Deirai Kyousou Gakudan,1,0.0009182736455463728,0,0.0
Deirai Kyousou Gakudan,Sayonara Summer Time Machine,1,0.0009182736455463728,0,0.0
Clover,Chandelier Waltz,2,0.0018365472910927456,0,0.0
Sayonara Summer Time Machine,Mikansei Daisy,1,0.0009182736455463728,0,0.0
"Catch up, latency",Worldwide Supergirl,1,0.0009182736455463728,0,0.0
Mikansei Daisy,Sentimental Period,1,0.0009182736455463728,0,0.0
Karakuri Karukare,"Catch up, latency",1,0.0009182736455463728,0,0.0
SHORT CUTTER!,Orion wo Nazoru,1,0.0009182736455463728,0,0.0
Worldwide Supergirl,Invisible Sensation,1,0.0009182736455463728,0,0.0
Otonoba Chukan Shiken,23:25,1,0.0009182736455463728,0,0.0
Sayonara Dai Kyu Wakusei,WINDOW Akeru,3,0.0027548209366391185,0,0.0
Worldwide Supergirl,Otonoba Chukan Shiken,1,0.0009182736455463728,0,0.0
Sentimental Period,Another World,1,0.0009182736455463728,0,0.0
Toushindai no Chikyu,Bachigai Hummingbird,1,0.0009182736455463728,0,0.0
Scarsdale,Toushindai no Chikyu,1,0.0009182736455463728,0,0.0
Tengoku to Jigoku,Scarsdale,1,0.0009182736455463728,0,0.0
Light Flat,Seku x Kara x Shisonzuuru,1,0.0009182736455463728,0,0.0
Ryusei Kouro,"Yuunagi, Ensemble",2,0.0018365472910927456,0,0.0
